Date,Product_ID,Product_Name,Category,Base_Price,Current_Price,Discount,Actual_Price,Competitor_Price,Units_Sold,Inventory,Holiday_Flag,Weekend_Flag,Month,Day_of_Week,Quarter,Revenue
2023-10-07,WATCH001,SmartWatch S,SmartWatches,15000,17118.01,0.0,17118.01,13054.29,94,144,0,1,10,5,4,1609092.58
2023-10-08,WATCH001,SmartWatch S,SmartWatches,15000,14658.83,0.0,14658.83,14680.13,133,358,0,1,10,6,4,1949624.76
2023-10-09,WATCH001,SmartWatch S,SmartWatches,15000,16463.11,0.1,14816.8,14911.53,149,209,0,0,10,0,4,2207702.64
2023-10-10,WATCH001,SmartWatch S,SmartWatches,15000,14121.42,0.0,14121.42,13090.85,112,97,0,0,10,1,4,1581599.5
2023-10-11,WATCH001,SmartWatch S,SmartWatches,15000,15963.54,0.2,12770.83,13177.41,102,290,0,0,10,2,4,1302624.55
2023-10-12,WATCH001,SmartWatch S,SmartWatches,15000,14506.69,0.0,14506.69,14494.65,126,164,0,0,10,3,4,1827843.44
2023-10-13,WATCH001,SmartWatch S,SmartWatches,15000,14404.69,0.2,11523.75,12603.72,154,301,0,0,10,4,4,1774657.6
2023-10-14,WATCH001,SmartWatch S,SmartWatches,15000,15736.8,0.0,15736.8,15994.71,119,182,0,1,10,5,4,1872679.75
2023-10-15,WATCH001,SmartWatch S,SmartWatches,15000,14820.46,0.0,14820.46,13160.68,120,62,0,1,10,6,4,1778455.42
2023-10-16,WATCH001,SmartWatch S,SmartWatches,15000,12853.71,0.05,12211.03,17380.48,56,317,0,0,10,0,4,683817.47
2023-10-17,WATCH001,SmartWatch S,SmartWatches,15000,13773.9,0.1,12396.51,13677.61,188,129,0,0,10,1,4,2330544.29
2023-10-18,WATCH001,SmartWatch S,SmartWatches,15000,15626.68,0.0,15626.68,12450.86,86,378,0,0,10,2,4,1343894.74
2023-10-19,WATCH001,SmartWatch S,SmartWatches,15000,15651.41,0.0,15651.41,14037.96,111,267,0,0,10,3,4,1737305.98
2023-10-20,WATCH001,SmartWatch S,SmartWatches,15000,15258.41,0.0,15258.41,13536.13,113,154,0,0,10,4,4,1724200.48
2023-10-21,WATCH001,SmartWatch S,SmartWatches,15000,13273.23,0.15,11282.25,15218.46,151,220,0,1,10,5,4,1703619.27
2023-10-22,WATCH001,SmartWatch S,SmartWatches,15000,13955.43,0.15,11862.12,15624.03,244,366,0,1,10,6,4,2894356.41
2023-10-23,WATCH001,SmartWatch S,SmartWatches,15000,17245.07,0.2,13796.06,15646.58,200,166,0,0,10,0,4,2759211.38
2023-10-24,WATCH001,SmartWatch S,SmartWatches,15000,13763.43,0.0,13763.43,13542.58,138,223,0,0,10,1,4,1899353.61
2023-10-25,WATCH001,SmartWatch S,SmartWatches,15000,14402.75,0.05,13682.61,17482.89,165,58,0,0,10,2,4,2257631.01
2023-10-26,WATCH001,SmartWatch S,SmartWatches,15000,14430.5,0.05,13708.98,14301.21,63,296,0,0,10,3,4,863665.46
2023-10-27,WATCH001,SmartWatch S,SmartWatches,15000,15678.55,0.1,14110.69,15685.01,160,136,0,0,10,4,4,2257710.83
2023-10-28,WATCH001,SmartWatch S,SmartWatches,15000,16430.57,0.05,15609.04,12230.18,135,214,0,1,10,5,4,2107220.45
2023-10-29,WATCH001,SmartWatch S,SmartWatches,15000,15057.37,0.15,12798.77,14389.5,213,202,0,1,10,6,4,2726137.66
2023-10-30,WATCH001,SmartWatch S,SmartWatches,15000,15753.37,0.15,13390.36,12076.59,201,243,0,0,10,0,4,2691463.25
2023-10-31,WATCH001,SmartWatch S,SmartWatches,15000,14760.33,0.0,14760.33,14057.8,107,136,0,0,10,1,4,1579355.08
2023-11-01,WATCH001,SmartWatch S,SmartWatches,15000,14727.59,0.05,13991.21,14977.94,132,311,1,0,11,2,4,1846840.31
2023-11-02,WATCH001,SmartWatch S,SmartWatches,15000,15803.97,0.15,13433.37,14525.38,280,400,0,0,11,3,4,3761344.96
2023-11-03,WATCH001,SmartWatch S,SmartWatches,15000,15446.75,0.0,15446.75,16844.87,130,270,0,0,11,4,4,2008077.35
2023-11-04,WATCH001,SmartWatch S,SmartWatches,15000,14537.81,0.1,13084.03,14021.09,275,224,0,1,11,5,4,3598108.18
2023-11-05,WATCH001,SmartWatch S,SmartWatches,15000,16625.01,0.1,14962.51,12470.03,163,61,0,1,11,6,4,2438889.09
2023-11-06,WATCH001,SmartWatch S,SmartWatches,15000,16576.43,0.0,16576.43,13277.1,64,258,0,0,11,0,4,1060891.5
2023-11-07,WATCH001,SmartWatch S,SmartWatches,15000,15192.95,0.0,15192.95,16997.36,137,121,0,0,11,1,4,2081434.37
2023-11-08,WATCH001,SmartWatch S,SmartWatches,15000,13334.02,0.2,10667.22,15340.91,137,377,0,0,11,2,4,1461408.96
2023-11-09,WATCH001,SmartWatch S,SmartWatches,15000,14617.49,0.1,13155.74,13961.65,242,135,0,0,11,3,4,3183689.3
2023-11-10,WATCH001,SmartWatch S,SmartWatches,15000,16937.02,0.05,16090.17,17021.57,155,269,0,0,11,4,4,2493976.0
2023-11-11,WATCH001,SmartWatch S,SmartWatches,15000,12851.56,0.0,12851.56,12677.15,233,219,0,1,11,5,4,2994413.16
2023-11-12,WATCH001,SmartWatch S,SmartWatches,15000,16442.59,0.15,13976.2,13711.47,201,271,0,1,11,6,4,2809217.18
2023-11-13,WATCH001,SmartWatch S,SmartWatches,15000,16291.39,0.1,14662.25,12338.29,163,108,0,0,11,0,4,2389947.07
2023-11-14,WATCH001,SmartWatch S,SmartWatches,15000,15026.14,0.1,13523.53,15362.09,115,368,0,0,11,1,4,1555205.65
2023-11-15,WATCH001,SmartWatch S,SmartWatches,15000,14346.81,0.0,14346.81,15676.11,173,195,0,0,11,2,4,2481997.4
2023-11-16,WATCH001,SmartWatch S,SmartWatches,15000,15214.27,0.0,15214.27,15842.9,138,57,0,0,11,3,4,2099569.6
2023-11-17,WATCH001,SmartWatch S,SmartWatches,15000,13130.92,0.2,10504.74,12715.63,52,280,0,0,11,4,4,546246.25
2023-11-18,WATCH001,SmartWatch S,SmartWatches,15000,15000.89,0.0,15000.89,17042.66,193,87,0,1,11,5,4,2895171.91
2023-11-19,WATCH001,SmartWatch S,SmartWatches,15000,16300.68,0.0,16300.68,14105.85,84,350,0,1,11,6,4,1369257.35
2023-11-20,WATCH001,SmartWatch S,SmartWatches,15000,14521.57,0.0,14521.57,13151.24,130,220,0,0,11,0,4,1887803.9
2023-11-21,WATCH001,SmartWatch S,SmartWatches,15000,15409.12,0.2,12327.3,17935.3,198,382,0,0,11,1,4,2440804.99
2023-11-22,WATCH001,SmartWatch S,SmartWatches,15000,12960.08,0.2,10368.07,16677.19,353,301,0,0,11,2,4,3659927.07
2023-11-23,WATCH001,SmartWatch S,SmartWatches,15000,16483.4,0.0,16483.4,16223.62,142,159,0,0,11,3,4,2340642.39
2023-11-24,WATCH001,SmartWatch S,SmartWatches,15000,14590.17,0.0,14590.17,15971.82,157,241,0,0,11,4,4,2290657.09
2023-11-25,WATCH001,SmartWatch S,SmartWatches,15000,15587.65,0.1,14028.88,14697.59,216,261,0,1,11,5,4,3030238.99
2023-11-26,WATCH001,SmartWatch S,SmartWatches,15000,15035.54,0.1,13531.98,15171.51,285,299,0,1,11,6,4,3856615.59
2023-11-27,WATCH001,SmartWatch S,SmartWatches,15000,16059.84,0.15,13650.87,15982.75,219,80,0,0,11,0,4,2989539.81
2023-11-28,WATCH001,SmartWatch S,SmartWatches,15000,15992.77,0.1,14393.5,15001.83,89,284,0,0,11,1,4,1281021.14
2023-11-29,WATCH001,SmartWatch S,SmartWatches,15000,16889.42,0.05,16044.95,12330.94,136,148,0,0,11,2,4,2182112.96
2023-11-30,WATCH001,SmartWatch S,SmartWatches,15000,12919.64,0.2,10335.71,14203.02,149,389,0,0,11,3,4,1540020.88
2023-12-01,WATCH001,SmartWatch S,SmartWatches,15000,13416.45,0.0,13416.45,16477.88,159,230,0,0,12,4,4,2133216.12
2023-12-02,WATCH001,SmartWatch S,SmartWatches,15000,13508.7,0.2,10806.96,15484.78,244,376,0,1,12,5,4,2636897.4
2023-12-03,WATCH001,SmartWatch S,SmartWatches,15000,16874.89,0.15,14343.66,16232.98,252,124,0,1,12,6,4,3614602.29
2023-12-04,WATCH001,SmartWatch S,SmartWatches,15000,14524.54,0.0,14524.54,12007.71,109,328,0,0,12,0,4,1583174.33
2023-12-05,WATCH001,SmartWatch S,SmartWatches,15000,15155.5,0.15,12882.17,16050.78,256,72,0,0,12,1,4,3297835.81
2023-12-06,WATCH001,SmartWatch S,SmartWatches,15000,16038.06,0.0,16038.06,15131.17,62,213,0,0,12,2,4,994359.44
2023-12-07,WATCH001,SmartWatch S,SmartWatches,15000,13614.07,0.0,13614.07,17039.99,195,311,0,0,12,3,4,2654744.26
2023-12-08,WATCH001,SmartWatch S,SmartWatches,15000,16776.43,0.0,16776.43,12705.34,110,201,0,0,12,4,4,1845407.18
2023-12-09,WATCH001,SmartWatch S,SmartWatches,15000,13692.33,0.2,10953.86,12070.68,230,219,0,1,12,5,4,2519388.76
2023-12-10,WATCH001,SmartWatch S,SmartWatches,15000,14014.83,0.0,14014.83,16008.12,174,354,0,1,12,6,4,2438580.85
2023-12-11,WATCH001,SmartWatch S,SmartWatches,15000,15361.03,0.2,12288.82,17424.21,304,50,0,0,12,0,4,3735802.11
2023-12-12,WATCH001,SmartWatch S,SmartWatches,15000,15766.14,0.1,14189.53,13127.42,51,352,0,0,12,1,4,723665.96
2023-12-13,WATCH001,SmartWatch S,SmartWatches,15000,14264.03,0.05,13550.83,13267.25,172,180,0,0,12,2,4,2330741.94
2023-12-14,WATCH001,SmartWatch S,SmartWatches,15000,13554.78,0.2,10843.83,17411.5,174,283,0,0,12,3,4,1886826.05
2023-12-15,WATCH001,SmartWatch S,SmartWatches,15000,13853.76,0.0,13853.76,14690.45,157,126,0,0,12,4,4,2175039.83
2023-12-16,WATCH001,SmartWatch S,SmartWatches,15000,16099.89,0.15,13684.9,17827.32,123,269,0,1,12,5,4,1683243.15
2023-12-17,WATCH001,SmartWatch S,SmartWatches,15000,16624.65,0.2,13299.72,15395.18,241,315,0,1,12,6,4,3205232.58
2023-12-18,WATCH001,SmartWatch S,SmartWatches,15000,15857.8,0.05,15064.91,15080.61,159,156,0,0,12,0,4,2395321.04
2023-12-19,WATCH001,SmartWatch S,SmartWatches,15000,16753.59,0.0,16753.59,14642.61,119,291,0,0,12,1,4,1993677.61
2023-12-20,WATCH001,SmartWatch S,SmartWatches,15000,16128.01,0.1,14515.21,14931.63,186,105,0,0,12,2,4,2699828.97
2023-12-21,WATCH001,SmartWatch S,SmartWatches,15000,14215.12,0.05,13504.36,17901.58,110,310,0,0,12,3,4,1485479.53
2023-12-22,WATCH001,SmartWatch S,SmartWatches,15000,12947.31,0.0,12947.31,13959.73,196,114,0,0,12,4,4,2537672.92
2023-12-23,WATCH001,SmartWatch S,SmartWatches,15000,13003.5,0.15,11052.97,12143.31,112,349,0,1,12,5,4,1237933.18
2023-12-24,WATCH001,SmartWatch S,SmartWatches,15000,14247.11,0.15,12110.04,14629.79,310,297,0,1,12,6,4,3754112.38
2023-12-25,WATCH001,SmartWatch S,SmartWatches,15000,13491.23,0.0,13491.23,16134.86,239,58,1,0,12,0,4,3224403.94
2023-12-26,WATCH001,SmartWatch S,SmartWatches,15000,13650.69,0.2,10920.56,13917.54,59,358,0,0,12,1,4,644312.75
2023-12-27,WATCH001,SmartWatch S,SmartWatches,15000,13075.03,0.0,13075.03,12884.72,155,203,0,0,12,2,4,2026629.97
2023-12-28,WATCH001,SmartWatch S,SmartWatches,15000,16405.43,0.2,13124.34,16514.46,218,263,0,0,12,3,4,2861106.64
2023-12-29,WATCH001,SmartWatch S,SmartWatches,15000,15973.46,0.15,13577.44,16016.31,232,218,0,0,12,4,4,3149967.11
2023-12-30,WATCH001,SmartWatch S,SmartWatches,15000,15640.25,0.0,15640.25,12230.17,133,85,0,1,12,5,4,2080153.48
2023-12-31,WATCH001,SmartWatch S,SmartWatches,15000,16250.45,0.0,16250.45,15002.15,81,239,0,1,12,6,4,1316286.42
2024-01-01,WATCH001,SmartWatch S,SmartWatches,15000,13998.42,0.05,13298.5,15856.81,223,382,1,0,1,0,1,2965565.34
2024-01-02,WATCH001,SmartWatch S,SmartWatches,15000,16669.35,0.2,13335.48,14054.0,210,172,0,0,1,1,1,2800451.51
2024-01-03,WATCH001,SmartWatch S,SmartWatches,15000,15276.1,0.15,12984.69,17297.02,173,239,0,0,1,2,1,2246350.68
2024-01-04,WATCH001,SmartWatch S,SmartWatches,15000,15079.33,0.15,12817.43,15467.26,221,299,0,0,1,3,1,2832652.93
2024-01-05,WATCH001,SmartWatch S,SmartWatches,15000,17091.11,0.0,17091.11,12441.38,61,238,0,0,1,4,1,1042557.54
2024-01-06,WATCH001,SmartWatch S,SmartWatches,15000,16968.98,0.0,16968.98,15179.25,98,140,0,1,1,5,1,1662959.7
2024-01-07,WATCH001,SmartWatch S,SmartWatches,15000,14920.91,0.0,14920.91,12561.94,125,223,0,1,1,6,1,1865113.28
2024-01-08,WATCH001,SmartWatch S,SmartWatches,15000,16112.51,0.0,16112.51,13870.22,83,140,0,0,1,0,1,1337338.4
2024-01-09,WATCH001,SmartWatch S,SmartWatches,15000,16520.29,0.0,16520.29,12434.14,86,54,0,0,1,1,1,1420744.61
2024-01-10,WATCH001,SmartWatch S,SmartWatches,15000,13904.98,0.05,13209.73,15557.91,61,292,0,0,1,2,1,805793.45
2024-01-11,WATCH001,SmartWatch S,SmartWatches,15000,15801.55,0.2,12641.24,14486.58,235,57,0,0,1,3,1,2970691.64
2024-01-12,WATCH001,SmartWatch S,SmartWatches,15000,14297.91,0.0,14297.91,13663.55,65,226,0,0,1,4,1,929364.04
2024-01-13,WATCH001,SmartWatch S,SmartWatches,15000,16128.56,0.0,16128.56,15868.32,105,121,0,1,1,5,1,1693498.38
2024-01-14,WATCH001,SmartWatch S,SmartWatches,15000,12971.22,0.0,12971.22,12186.34,122,247,0,1,1,6,1,1582489.3
2024-01-15,WATCH001,SmartWatch S,SmartWatches,15000,16179.15,0.05,15370.19,15224.28,127,120,0,0,1,0,1,1952014.12
2024-01-16,WATCH001,SmartWatch S,SmartWatches,15000,12900.42,0.05,12255.4,14200.51,110,342,0,0,1,1,1,1348093.83
2024-01-17,WATCH001,SmartWatch S,SmartWatches,15000,14762.73,0.1,13286.46,12434.26,180,162,0,0,1,2,1,2391561.99
2024-01-18,WATCH001,SmartWatch S,SmartWatches,15000,13754.65,0.1,12379.18,17533.85,158,304,0,0,1,3,1,1955911.13
2024-01-19,WATCH001,SmartWatch S,SmartWatches,15000,17184.86,0.0,17184.86,15324.35,91,213,0,0,1,4,1,1563822.13
2024-01-20,WATCH001,SmartWatch S,SmartWatches,15000,12774.07,0.0,12774.07,16489.43,210,222,0,1,1,5,1,2682554.79
2024-01-21,WATCH001,SmartWatch S,SmartWatches,15000,13378.74,0.0,13378.74,12576.76,147,75,0,1,1,6,1,1966675.16
2024-01-22,WATCH001,SmartWatch S,SmartWatches,15000,16951.56,0.1,15256.4,15254.32,75,223,0,0,1,0,1,1144229.97
2024-01-23,WATCH001,SmartWatch S,SmartWatches,15000,13385.07,0.1,12046.56,12004.74,213,353,0,0,1,1,1,2565917.45
2024-01-24,WATCH001,SmartWatch S,SmartWatches,15000,13144.09,0.2,10515.27,15803.1,383,283,0,0,1,2,1,4027347.81
2024-01-25,WATCH001,SmartWatch S,SmartWatches,15000,13688.93,0.2,10951.15,15991.64,247,298,0,0,1,3,1,2704933.28
2024-01-26,WATCH001,SmartWatch S,SmartWatches,15000,15466.9,0.0,15466.9,12983.59,131,167,1,0,1,4,1,2026163.66
2024-01-27,WATCH001,SmartWatch S,SmartWatches,15000,14105.54,0.0,14105.54,14780.35,148,305,0,1,1,5,1,2087620.04
2024-01-28,WATCH001,SmartWatch S,SmartWatches,15000,13520.73,0.05,12844.69,16449.83,192,113,0,1,1,6,1,2466181.22
2024-01-29,WATCH001,SmartWatch S,SmartWatches,15000,15730.67,0.2,12584.54,12949.7,119,221,0,0,1,0,1,1497560.1
2024-01-30,WATCH001,SmartWatch S,SmartWatches,15000,13326.85,0.15,11327.82,14552.14,204,343,0,0,1,1,1,2310875.15
2024-01-31,WATCH001,SmartWatch S,SmartWatches,15000,16117.69,0.0,16117.69,13572.21,97,246,0,0,1,2,1,1563415.8
2024-02-01,WATCH001,SmartWatch S,SmartWatches,15000,16763.19,0.1,15086.87,13178.65,113,133,0,0,2,3,1,1704816.52
2024-02-02,WATCH001,SmartWatch S,SmartWatches,15000,13144.73,0.1,11830.26,14349.22,141,243,0,0,2,4,1,1668066.16
2024-02-03,WATCH001,SmartWatch S,SmartWatches,15000,15717.4,0.15,13359.79,15748.2,185,58,0,1,2,5,1,2471561.88
2024-02-04,WATCH001,SmartWatch S,SmartWatches,15000,14451.11,0.05,13728.56,12617.68,61,243,0,1,2,6,1,837441.96
2024-02-05,WATCH001,SmartWatch S,SmartWatches,15000,15017.5,0.0,15017.5,16252.59,95,148,0,0,2,0,1,1426662.46
2024-02-06,WATCH001,SmartWatch S,SmartWatches,15000,14209.97,0.0,14209.97,14005.29,93,55,0,0,2,1,1,1321527.4
2024-02-07,WATCH001,SmartWatch S,SmartWatches,15000,14284.72,0.0,14284.72,16819.83,61,268,0,0,2,2,1,871367.64
2024-02-08,WATCH001,SmartWatch S,SmartWatches,15000,15081.98,0.05,14327.88,14733.01,104,164,0,0,2,3,1,1490099.86
2024-02-09,WATCH001,SmartWatch S,SmartWatches,15000,16706.42,0.0,16706.42,12078.06,75,89,0,0,2,4,1,1252981.46
2024-02-10,WATCH001,SmartWatch S,SmartWatches,15000,14951.47,0.0,14951.47,14051.61,100,242,0,1,2,5,1,1495147.31
2024-02-11,WATCH001,SmartWatch S,SmartWatches,15000,12859.76,0.05,12216.77,15488.55,205,270,0,1,2,6,1,2504438.16
2024-02-12,WATCH001,SmartWatch S,SmartWatches,15000,13736.94,0.05,13050.09,14573.32,155,115,0,0,2,0,1,2022764.68
2024-02-13,WATCH001,SmartWatch S,SmartWatches,15000,16022.09,0.0,16022.09,12004.3,83,323,0,0,2,1,1,1329833.5
2024-02-14,WATCH001,SmartWatch S,SmartWatches,15000,13490.36,0.2,10792.29,13401.48,258,65,0,0,2,2,1,2784411.17
2024-02-15,WATCH001,SmartWatch S,SmartWatches,15000,12920.19,0.0,12920.19,12738.31,74,292,0,0,2,3,1,956094.11
2024-02-16,WATCH001,SmartWatch S,SmartWatches,15000,14168.48,0.0,14168.48,12691.81,92,200,0,0,2,4,1,1303499.73
2024-02-17,WATCH001,SmartWatch S,SmartWatches,15000,15987.57,0.0,15987.57,17127.41,98,102,0,1,2,5,1,1566781.85
2024-02-18,WATCH001,SmartWatch S,SmartWatches,15000,12844.09,0.15,10917.48,13338.54,88,360,0,1,2,6,1,960738.14
2024-02-19,WATCH001,SmartWatch S,SmartWatches,15000,13215.28,0.05,12554.51,14589.05,148,212,0,0,2,0,1,1858067.98
2024-02-20,WATCH001,SmartWatch S,SmartWatches,15000,15071.76,0.1,13564.58,13520.96,162,50,0,0,2,1,1,2197462.09
2024-02-21,WATCH001,SmartWatch S,SmartWatches,15000,16826.75,0.1,15144.07,15400.84,47,250,0,0,2,2,1,711771.43
2024-02-22,WATCH001,SmartWatch S,SmartWatches,15000,14465.16,0.05,13741.9,14471.11,141,109,0,0,2,3,1,1937608.31
2024-02-23,WATCH001,SmartWatch S,SmartWatches,15000,14782.38,0.0,14782.38,17140.38,123,234,0,0,2,4,1,1818232.18
2024-02-24,WATCH001,SmartWatch S,SmartWatches,15000,14261.76,0.0,14261.76,15364.17,114,120,0,1,2,5,1,1625840.38
2024-02-25,WATCH001,SmartWatch S,SmartWatches,15000,13652.11,0.0,13652.11,14480.79,109,301,0,1,2,6,1,1488080.07
2024-02-26,WATCH001,SmartWatch S,SmartWatches,15000,16694.52,0.0,16694.52,12949.72,69,232,0,0,2,0,1,1151922.03
2024-02-27,WATCH001,SmartWatch S,SmartWatches,15000,15475.65,0.2,12380.52,16151.18,213,358,0,0,2,1,1,2637050.18
2024-02-28,WATCH001,SmartWatch S,SmartWatches,15000,16660.95,0.05,15827.9,15409.91,96,262,0,0,2,2,1,1519478.26
2024-02-29,WATCH001,SmartWatch S,SmartWatches,15000,13052.58,0.2,10442.07,14788.14,287,284,0,0,2,3,1,2996873.02
2024-03-01,WATCH001,SmartWatch S,SmartWatches,15000,15515.43,0.05,14739.66,16992.97,120,164,0,0,3,4,1,1768759.54
2024-03-02,WATCH001,SmartWatch S,SmartWatches,15000,13283.08,0.0,13283.08,12081.84,127,310,0,1,3,5,1,1686950.86
2024-03-03,WATCH001,SmartWatch S,SmartWatches,15000,15890.96,0.2,12712.77,16741.56,228,82,0,1,3,6,1,2898510.58
2024-03-04,WATCH001,SmartWatch S,SmartWatches,15000,14980.44,0.2,11984.35,14526.71,79,366,0,0,3,0,1,946763.98
2024-03-05,WATCH001,SmartWatch S,SmartWatches,15000,13791.07,0.1,12411.96,12818.23,155,211,0,0,3,1,1,1923854.15
2024-03-06,WATCH001,SmartWatch S,SmartWatches,15000,12999.0,0.0,12999.0,13188.78,111,100,0,0,3,2,1,1442888.53
2024-03-07,WATCH001,SmartWatch S,SmartWatches,15000,15572.66,0.0,15572.66,13898.25,100,282,0,0,3,3,1,1557266.28
2024-03-08,WATCH001,SmartWatch S,SmartWatches,15000,13621.73,0.1,12259.55,14074.97,175,107,0,0,3,4,1,2145421.96
2024-03-09,WATCH001,SmartWatch S,SmartWatches,15000,12788.03,0.15,10869.83,17035.25,91,251,0,1,3,5,1,989154.25
2024-03-10,WATCH001,SmartWatch S,SmartWatches,15000,16980.81,0.05,16131.77,17352.45,116,135,0,1,3,6,1,1871285.18
2024-03-11,WATCH001,SmartWatch S,SmartWatches,15000,15196.18,0.0,15196.18,15922.67,96,245,0,0,3,0,1,1458833.29
2024-03-12,WATCH001,SmartWatch S,SmartWatches,15000,15662.5,0.05,14879.38,12268.61,86,159,0,0,3,1,1,1279626.27
2024-03-13,WATCH001,SmartWatch S,SmartWatches,15000,14807.54,0.0,14807.54,15297.73,116,274,0,0,3,2,1,1717674.28
2024-03-14,WATCH001,SmartWatch S,SmartWatches,15000,13220.97,0.15,11237.83,16935.89,233,377,0,0,3,3,1,2618413.67
2024-03-15,WATCH001,SmartWatch S,SmartWatches,15000,14523.38,0.15,12344.87,13899.61,189,188,0,0,3,4,1,2333180.42
2024-03-16,WATCH001,SmartWatch S,SmartWatches,15000,13427.23,0.05,12755.87,15021.42,198,347,0,1,3,5,1,2525661.91
2024-03-17,WATCH001,SmartWatch S,SmartWatches,15000,14736.9,0.2,11789.52,14943.68,303,262,0,1,3,6,1,3572225.3
2024-03-18,WATCH001,SmartWatch S,SmartWatches,15000,15927.26,0.0,15927.26,14942.73,80,182,0,0,3,0,1,1274180.92
2024-03-19,WATCH001,SmartWatch S,SmartWatches,15000,16732.17,0.05,15895.56,15462.12,89,93,0,0,3,1,1,1414705.0
2024-03-20,WATCH001,SmartWatch S,SmartWatches,15000,13961.04,0.0,13961.04,16818.8,80,300,0,0,3,2,1,1116883.11
2024-03-21,WATCH001,SmartWatch S,SmartWatches,15000,17214.41,0.0,17214.41,12782.11,70,230,0,0,3,3,1,1205009.04
2024-03-22,WATCH001,SmartWatch S,SmartWatches,15000,14526.49,0.0,14526.49,14953.3,119,111,0,0,3,4,1,1728652.18
2024-03-23,WATCH001,SmartWatch S,SmartWatches,15000,14608.1,0.1,13147.29,15224.96,95,251,0,1,3,5,1,1248992.58
2024-03-24,WATCH001,SmartWatch S,SmartWatches,15000,12760.56,0.1,11484.51,13468.8,252,339,0,1,3,6,1,2894095.83
2024-03-25,WATCH001,SmartWatch S,SmartWatches,15000,13295.69,0.0,13295.69,12682.57,118,221,0,0,3,0,1,1568891.66
2024-03-26,WATCH001,SmartWatch S,SmartWatches,15000,15665.27,0.15,13315.48,16272.43,158,63,0,0,3,1,1,2103845.31
2024-03-27,WATCH001,SmartWatch S,SmartWatches,15000,13108.15,0.2,10486.52,17642.38,58,340,0,0,3,2,1,608218.01
2024-03-28,WATCH001,SmartWatch S,SmartWatches,15000,16590.06,0.0,16590.06,17180.95,91,249,0,0,3,3,1,1509695.39
2024-03-29,WATCH001,SmartWatch S,SmartWatches,15000,13509.75,0.15,11483.29,16930.81,263,318,0,0,3,4,1,3020104.89
2024-03-30,WATCH001,SmartWatch S,SmartWatches,15000,15435.25,0.15,13119.97,14023.21,182,136,0,1,3,5,1,2387833.71
2024-03-31,WATCH001,SmartWatch S,SmartWatches,15000,13298.5,0.0,13298.5,15058.54,139,312,0,1,3,6,1,1848491.7
2024-04-01,WATCH001,SmartWatch S,SmartWatches,15000,14367.03,0.2,11493.62,14852.15,241,71,0,0,4,0,2,2769962.51
2024-04-02,WATCH001,SmartWatch S,SmartWatches,15000,15634.53,0.0,15634.53,17407.56,63,377,0,0,4,1,2,984975.22
2024-04-03,WATCH001,SmartWatch S,SmartWatches,15000,14466.34,0.0,14466.34,12845.21,103,274,0,0,4,2,2,1490032.98
2024-04-04,WATCH001,SmartWatch S,SmartWatches,15000,16029.92,0.2,12823.93,17591.48,196,78,0,0,4,3,2,2513491.03
2024-04-05,WATCH001,SmartWatch S,SmartWatches,15000,17025.95,0.2,13620.76,12379.58,80,304,0,0,4,4,2,1089660.83
2024-04-06,WATCH001,SmartWatch S,SmartWatches,15000,13007.1,0.15,11056.03,17362.65,306,327,0,1,4,5,2,3383145.99
2024-04-07,WATCH001,SmartWatch S,SmartWatches,15000,15762.07,0.0,15762.07,16989.44,97,230,0,1,4,6,2,1528920.56
2024-04-08,WATCH001,SmartWatch S,SmartWatches,15000,12923.66,0.15,10985.11,17273.29,217,277,0,0,4,0,2,2383769.46
2024-04-09,WATCH001,SmartWatch S,SmartWatches,15000,13330.41,0.0,13330.41,14810.77,133,144,0,0,4,1,2,1772943.88
2024-04-10,WATCH001,SmartWatch S,SmartWatches,15000,12889.37,0.0,12889.37,13649.37,116,368,0,0,4,2,2,1495166.65
2024-04-11,WATCH001,SmartWatch S,SmartWatches,15000,14641.51,0.0,14641.51,17370.6,128,240,0,0,4,3,2,1874113.18
2024-04-12,WATCH001,SmartWatch S,SmartWatches,15000,15616.71,0.15,13274.21,12969.83,179,61,0,0,4,4,2,2376083.03
2024-04-13,WATCH001,SmartWatch S,SmartWatches,15000,15073.12,0.05,14319.46,12922.5,68,296,0,1,4,5,2,973723.24
2024-04-14,WATCH001,SmartWatch S,SmartWatches,15000,16158.61,0.0,16158.61,16390.23,107,189,0,1,4,6,2,1728971.35
2024-04-15,WATCH001,SmartWatch S,SmartWatches,15000,13651.53,0.05,12968.95,13266.04,152,353,0,0,4,0,2,1971280.82
2024-04-16,WATCH001,SmartWatch S,SmartWatches,15000,13738.75,0.05,13051.81,14632.03,161,192,0,0,4,1,2,2101342.18
2024-04-17,WATCH001,SmartWatch S,SmartWatches,15000,16277.79,0.1,14650.01,14719.57,136,56,0,0,4,2,2,1992401.05
2024-04-18,WATCH001,SmartWatch S,SmartWatches,15000,16523.8,0.05,15697.61,15928.65,51,336,0,0,4,3,2,800578.02
2024-04-19,WATCH001,SmartWatch S,SmartWatches,15000,13983.05,0.1,12584.75,13889.05,152,184,0,0,4,4,2,1912881.65
2024-04-20,WATCH001,SmartWatch S,SmartWatches,15000,13979.22,0.2,11183.37,13257.12,181,377,0,1,4,5,2,2024190.81
2024-04-21,WATCH001,SmartWatch S,SmartWatches,15000,16837.97,0.05,15996.07,12626.88,104,273,0,1,4,6,2,1663591.33
